name,positive,negative,neutral
Swadisht North Indian Restaurant,7,6,0
Swadist Restaurant,1,0,0
Swadista Aahar,27,0,3
Swathi Deluxe Restaurant,10,10,0
Swathi Maharaja,8,0,1
Swathi Restaurant,9,4,1
Swathi Restaurant - The Vintage Inn,2,0,0
Sweet Alley,8,0,0
Sweet Chariot,76,41,3
Sweet Chariot Cafe,1,0,0
Sweet Moments Express,1,0,0
Sweet Revenge,2,2,0
Sweet Truth,57,6,1
Swing,22,9,0
Szechuan Dragon,23,13,0
Szechwan Court - The Oberoi,4,2,0
T.A.K - That Affordable Kitchen,1,2,0
TAB - Take A Break,10,0,0
TBC - The Breakfast Company,5,0,1
TBC Sky Lounge,18,2,0
TFC - Tony's Food Corner,12,6,0
TGS Retails,8,0,0
TOKI Taco House,1,1,0
TRIGEREATO,26,0,0
TRUE BLEU RESTO CAFE,20,0,0
Ta'aam,10,0,0
Taantraa - Organic Handbaking,22,2,0
Taaza Mithai,35,5,0
Taco Bell,79,12,14
Tadkawala,8,0,0
Taipan,4,0,0
Taj Darbar,3,0,0
Taj Durbar,3,0,0
Taj Hotel,12,0,0
Take 5,6,0,0
Take EAT Easy,12,1,0
Take It!,1,2,0
Talk Ease,0,2,0
Talk Over Table,21,3,0
Talk Over Table Cafe,18,2,0
Tall Blonde French,37,4,5
Tandoor,42,8,20
Tandoor And Spice,18,3,0
Tandoor Box,4,0,0
Tandoor Da Funda,14,2,2
Tandoor Garden,47,13,0
Tandoor Hub & Golmaal Paratha,0,2,0
Tandoor Hut,18,3,3
Tandoor Merchant,0,2,0
Tandoor Nation,2,0,0
Tandoor-De-Naal,20,0,0
Tandoori Bytes,12,6,2
Tandoori Club,2,0,0
Tandoori Junction,2,0,1
Tandoori Knight,1,1,1
Tandoori Paradise,6,2,0
Tandoori Taal,34,0,3
Tandoorinn,4,2,0
Tandooriwala,9,9,0
Tangerine - Davanam Sarovar Portico Suites,17,12,6
Tango Bango,0,4,0
Tangra Indo - Chinese Cuisine,6,3,0
TangyLicious,0,0,1
Tanna's Kitchen,2,2,0
Tanuja Home Food,0,1,0
Tap House Resto Bar,8,0,0
Tapout Tavern,27,15,4
Tapri By The Corner,15,1,2
Tarbouche,22,2,0
Targaryen's Kitchen,15,4,1
Taruni Andhra Mess,11,0,0
Taste Of India Family Restaurant,1,0,0
Taste Of Kerala,0,1,0
Taste Of Kolkata,3,0,0
Taste Of Malabar,3,0,0
Taste Of Nawaab's,22,2,6
Taste Of Tibet,7,1,1
Taste of Assam,4,6,1
Taste of Nepal,1,1,0
Tasting Room - Bengaluru Oota Company,40,0,0
Tasty Bites,2,0,0
Tasty Funda,8,0,0
Tasty Jigarthanda,12,4,0
Tasty Khaana Khazana,8,0,0
Tasty King,9,3,0
Tasty Magic,0,3,0
Tasty Noodle,9,0,0
Tasty Treat,0,2,0
Tastybites.com,0,0,2
Tata Cha,80,4,0
Tawa,14,8,2
Tawa Ghar Ka,16,4,0
Tayabbs,10,17,0
Tayo Restaurant,2,0,0
Taza Khaana,13,4,3
Taza Tawa,4,0,0
Tea Addict,20,0,0
Tea Break Lounge,3,3,0
Tea Brew,60,0,0
Tea Journey,0,0,4
Tea and Wine Lounge,20,0,0
TeamDelish,6,1,0
Teashot,25,11,0
Techies Kitchen,4,0,0
Tella Tales,48,7,5
Tellimagic Restaurant,6,0,0
Tempteys,33,11,8
Tempura Restaurant,2,0,0
Tenco Infusions,3,1,0
Tenzin Kitchen,52,6,0
Teppan Japanese Grill & Sushi Bar,45,1,0
Terra Bites,6,1,0
Tetto,9,5,0
Tewari Bros Mithai Shoppie,96,21,12
Thai Chy,16,4,0
Thai House,42,0,2
Thalassery Cafe,1,0,0
Thalassery Mess,4,0,0
Thalassery Restaurant,43,17,3
Thalis Of India,18,31,11
Thamboola,12,2,0
Thanco's Natural Ice Cream,12,0,0
Thanco's Natural Ice Creams,6,0,0
Tharavadu,8,4,0
That Garage Cafe,3,0,0
The 3 Musketeers,3,0,0
The 90s Hash House,4,0,0
The Adukkala Restaurant,8,4,0
The Airos,16,0,0
The Alphaa,2,0,2
The Andhra Bhojanam,3,1,1
The Ants Cafe & Store,45,15,0
The Arabian Nights,2,38,0
The Bahubali,12,0,0
The Baker's,16,24,0
The Bakery World,2,2,0
The Bangalore Cafe,20,0,0
The Bao Belly,9,0,0
The Barn - Bar & Kitchen,40,0,0
The Bawarchi,4,0,2
The Beer Cafe,18,2,0
The Beer Joint,0,1,0
The Belgian Waffle Co.,87,15,5
The Belgian Waffle Company,10,0,0
The Bengaluru Brasserie - Hyatt Centric MG Road,32,1,0
The Biere Club,80,20,0
The Big Barbeque,40,0,0
The Big Grill,3,1,0
The Big Spoon,34,6,0
The Bigman's Cafe,15,4,0
The Biriyani Factory,16,6,0
The Biriyani Pedia,3,0,0
The Biryani Palace,4,14,2
The Biryani Paradise,32,0,0
The Biryani Story,40,0,0
The Biryanis,4,0,0
The Bite Club,16,1,0
The Black Pearl,18,2,0
The Blackboard Bakery,6,2,0
The Blue Wagon - Kitchen,60,0,0
The Bong,0,0,4
The Bong Palate,3,3,0
The Breakfeast,7,0,0
The Brekkie Shop,12,7,3
The Burger Place,9,0,0
The CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© @ Saanchi,2,0,0
The Cake City,2,0,0
The Cake House,8,0,0
The Cake Lair,0,0,0
The Cake Mart,8,4,0
The Caramelts Cafe,18,2,0
The Chaat Shop,8,0,0
The Chameleon,9,0,3
The Charcoal Factory,7,0,0
The Chariot,68,10,2
The Charlton Bar,0,4,0
The Cheesecake Corner,38,2,0
The Chennai Express,2,0,0
The Chevron Brigade,0,0,0
The Chocolate Heaven,56,12,0
The Chocolate Room,55,3,6
The Coastal Crew by Fujian on 24th,21,0,0
The Coffee Bean & Tea Leaf,24,7,0
The Colony Gastropub,37,2,1
The Combo House,2,0,4
The Courtyard,10,0,2
The Cravery,0,8,0
The Crunch,0,0,1
The Cuboidal,6,0,0
The Culinarium,18,0,0
The Daily,19,1,0
The Deagh,2,0,0
The Deli - The Den Bengaluru,5,2,0
The Denny's,3,0,0
The Dhaba,4,0,0
The Difference,2,1,0
The Diner,6,12,2
The Dining Table - Sahar Pavillion,48,12,0
The Donut Baker,18,2,2
The Duke of Juices,0,8,0
The Early bell,6,2,0
The Egg Factory,110,17,7
The Elachi,3,4,0
The Elaichi Restaurant,8,0,0
The Farm House Bar n Grill,3,0,0
The Fat Chef,12,2,0
The Fisherman's Wharf,17,1,2
The Flying Cup,11,0,1
The Flying Squirrel,6,0,0
The Food Cottage,3,3,0
The Food Dude,1,0,0
The Food Factory,0,2,0
The Foodware Veg,1,0,0
The Foodyz,2,0,2
The French Loaf,39,29,3
The Fresh Wok,6,1,1
The Ganache Factory,9,0,0
The Globe Grub,24,0,0
The Gluten Free Baking Co.,38,2,0
The Golden Spoon Restaurant Meat & Wine,0,1,0
The Good Bowl,19,3,1
The Good Grain,8,2,0
The Grand Taj,0,4,0
The Grill House,142,0,13
The Grilled & Fried,17,4,0
The Grillo,1,0,1
The Grub Central,14,3,3
The Hidden Cafe,9,7,4
The Himalayan,21,3,0
The House Of Paratha,4,2,0
The Hub & The Bar - Hotel Ramada Encore,12,0,0
The Hub - Ibis Hotel,57,8,0
The Humble Pie,4,0,0
The Humming Tree,8,0,0
The Hungers Zone,6,0,0
The Hungry,4,0,0
The Hungry Shark Cafe,8,0,0
The Hyderabad Chefs,3,17,0
The Hyderbadi Chefs,6,0,0
The IT Crowd,1,0,0
The Irish House,0,0,0
The J,32,4,0
The Jade Kitchen,14,4,2
The Juicy,7,0,3
The Jungle Terrace,4,0,0
The Kebab Room - Restaurant & Brewery,12,2,2
The Kitchen,27,1,0
The Kitchen Bandit,23,30,7
The Kitchen Chef,3,13,4
The Kitchen Story,2,0,0
The Konkan - Seafood Restaurant,60,0,0
The Kream Story,17,0,1
The Krishna Grand,9,2,0
The Krishna Grand Xpress,3,1,0
The Lantern Restaurant & Bar - The Ritz-Carlton...,15,0,0
The Lassi Bar,1,0,0
The Lassi Park,18,2,1
The Leela Cake Shop - The Leela Palace,1,0,0
The Lemon Grass Kitchen,2,0,0
The Litti Company,13,0,0
The Little Chef,2,0,0
The Little Kitchen,39,15,0
The Lobby Brew - Conrad Bengaluru,9,0,0
The Lobby Lounge - The Ritz-Carlton,2,0,0
The London Shakes,16,0,0
The Lounge - Eden Park Restaurants,2,0,0
The Lounge - The Chancery Pavilion,10,1,0
The Lovin' Oven Cakery,14,0,0
The Mad Teapot,12,4,2
The Magic Chef,34,0,0
The Mangalorean,7,0,0
The Maori - Aurick Boutique Hotel,34,6,0
The Marash,36,0,0
The Marina,20,0,0
The Market - The Ritz-Carlton,19,0,0
The Meal Story,20,0,0
The Milkshake Theory,20,5,0
The Mirchi,1,0,0
The Modak,6,0,0
The Monalisa Restaurant,0,0,0
The Mughal's,6,0,0
The Mylapore Cafe,20,0,0
The Night King,3,0,0
The Night Watch Express,10,28,2
The North and South Restaurant,0,1,1
The Only Place,54,6,0
The Open Box,15,4,1
The Open Cafe,5,0,0
The Oriental Spice - Ashraya Hotel,6,0,0
The Pallavas ( Authentic Taste Of Southern Cuisine ),4,0,0
The Pancake Story,38,0,2
The Paramount Hotel,33,24,0
The Paratha Company,67,0,1
The Paratha Stories,2,3,0
The Parotta Master,12,6,2
The Pastry House,32,6,2
The Pavillion,29,29,2
The Perfect Stop,5,0,0
The Pizzeria,0,1,0
The Podium Sports Bar,4,0,0
The Punjabi Bites,19,1,0
The Punjabi Rasoi,48,12,0
The Rasaganga,6,0,0
The Rasoiya Street,56,3,1
The Red Tandoor,6,2,0
The Rendezvous,10,0,0
The Rennan's Cafe,6,13,1
The Restaurant,8,0,0
The Restaurant - Coorg,14,2,0
The Retro,20,18,2
The Rice Bowl,45,0,0
The Ritz-Carlton Bar - The Ritz-Carlton,6,0,0
The Rolling Pin,10,0,0
The RoofTop,0,0,0
The Royal Corner - Pai Viceroy,2,0,0
The Salad Studio,1,1,0
The Sanctuary,19,1,0
The Sandesh Factory,0,0,0
The Sandwich Club,3,0,0
The Shawarma Inc,2,0,0
The Shawarma Shop,6,3,0
The Smoke Co.,19,1,0
The Sofraah Kebabs & Kurries - Eden Park Restaurants,4,0,0
The Souk,14,7,0
The Spice Bazaar,32,3,0
The Spice Box,10,4,1
The Spice Factory,25,13,0
The Spice Pavillion,2,0,0
The Spicy Kitchen,8,6,2
The Studio Cafe,1,0,0
The Sugar Fairy,2,0,0
The Sugar Therapy,24,0,0
The Table,28,4,8
The Tandoori Chai,33,3,0
The Tao Terraces,34,3,0
The Teal Door Cafe,28,12,0
The Terminus - The Oterra,4,0,0
The Terrace at Gilly's Redefined,20,0,0
The Terrace at Windmills Craftworks,4,0,0
The Thali Company,1,1,0
The ThickShake Factory,12,2,1
The Thickshake Factory,4,0,0
The Three Dragons,4,0,0
The Tower Of Pizza,5,6,0
The Trundle,2,0,0
The Twenty Handmade Chocolates,20,0,0
The US Burger,3,4,1
The Underground Gastropub,6,2,0
The Vacationer's Cafe,52,0,4
The Vape,14,6,0
The Velu's,3,0,0
The Village Hotel,9,0,0
The Waffcake Legacy,18,2,0
The Waffle Press,30,4,0
The Waffle Street,4,0,0
The Waffles Hut,30,5,0
The Whiskey Bar,4,0,0
The Wicked Cup,9,3,0
The Wok,2,2,0
The Wok Shop,47,0,0
The Yellow Chilli,6,0,0
The Yellow Tuk-Tuk Cafe,6,0,0
The Yogisthaan Cafe,120,1,11
The little Kitchen,0,0,0
TheRiceBowl.In,24,0,4
Third Wave Coffee Roasters,128,11,0
This Cafe Has No Name Cafe,34,6,0
Thom's Bakery,8,0,0
Thomson's Bakery,2,0,0
Thottathil Restaurant,4,0,0
ThrowBack - Pub & Dine,5,5,0
Thrupthi Restaurant,4,0,0
Thyme & Whisk,5,1,0
Tiamo - Conrad Bengaluru,21,3,0
Tibbs Frankie,15,11,2
Tibetan Kitchen,22,3,0
Tibetan Mother's Kitchen,21,6,0
Tiffanys,2,0,2
Tiffin Room - Miraya Hotel & Residences,0,0,0
Tiffun,1,0,0
Tiger Trail - Ramada Hotel,27,9,0
Tiger Trail - Royal Orchid Hotel,6,0,0
Tijouri,1,0,0
Tikka Kebab,30,10,0
Till The Last Bite,4,0,0
Tilt Gastro Lounge,19,1,0
Tim Cafe,3,3,0
Tim Tai,38,2,0
Time Traveller - Sai Vishram,12,0,0
Timepass Dinner,2,0,0
Tippler,16,4,0
Tipsy Bull - The Bar Exchange,19,1,0
Tiwari's,17,3,0
Toast & Tonic,17,0,3
Toit,18,1,1
Tomago Roast,30,0,0
Tongue Twisters,4,2,0
Top Foam Parantha Roll & Juice Centre,16,0,0
Toscano,129,5,0
Tosco,8,1,0
Treat,13,1,2
Treat Restaurant,2,0,0
Treatley,6,4,1
Tree Top,2,0,0
Tree Tops Bar & Kitchen,44,3,3
Trendz Corner,8,4,1
Trick Or Treat,33,3,0
Trinity Club Lounge,12,4,2
Trippy Paradise,27,33,0
Tripura Express,1,2,1
Trisha's Kitchen,4,3,2
Troll,0,2,2
Truffles,57,3,0
Tuba Rolls & Snacks,0,2,0
Tuffreys,4,0,0
Tummy Delight,20,2,4
Tummy Fuel,27,0,0
Tunday Kababi,47,8,5
Turkish Shawarma,16,8,2
Turquoise,12,3,5
Twiststick House,4,0,0
Two Friends Cauldron,28,2,0
Two States,2,0,0
U.P. Dhaba,8,6,4
UBCR,7,0,0
UBCR Cafe & Resto,6,0,0
UBQ By Barbeque Nation,3,2,1
UBQ by Barbeque Nation,15,10,0
UNIK Food,0,0,0
UP Style North Indian Food,2,0,0
UTHRA,7,0,1
Uday Sweets,6,0,0
Udupas Veg Restaurant,6,1,0
Udupi Bhavan,4,0,0
Udupi Delux,2,2,0
Udupi Food Junction,0,0,0
Udupi Gokul Cafe,1,0,0
Udupi Grand,10,2,1
Udupi Grand Veg,1,4,1
Udupi Palace,6,2,2
Udupi Ruchi,7,0,0
Udupi Savi Thindi,2,1,0
Udupi Sri Krishna Cafe,6,0,0
Udupi Thaja Thindi,3,3,0
Udupi Upachar,2,6,0
Udupi Upahar,2,0,0
Udupi Upahara,1,0,0
Ujwal Restaurant,4,0,0
Ultra Biriyani Paradise,4,1,0
Uma Bhai Restaurant,11,0,1
Uma Ki Rasoi,4,0,0
Umami & Beyond,2,0,0
Uncle's Kitchen,3,3,1
Under The Hood,2,0,0
Under The Tree,14,22,4
Unicorn Bar & Restaurant,2,0,0
Unlock - The Restobar,8,2,0
Unlock - The Restobar - Keys Hotel,14,4,0
Uno Chicago Bar & Grill,14,0,0
Up Bhavan,4,0,0
Upahara Darshini,10,3,1
Upahara Mandira,5,2,3
Upahara Sagar,14,8,2
Upsouth,6,0,0
Uptown Sliders & Shakes,12,0,0
Ur Cutlet Factory,0,0,1
Urban Solace - CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© for the Soul,21,0,0
Urban Spoon Buffet Restaurant,30,8,2
Urban Treat,3,0,0
Urban Udupi Veg Restaurant,8,0,0
Ustaad Biryani,6,0,0
Utopia,18,22,0
Utsav Restaurant,3,0,0
Utse Kitchen,49,5,0
Uttar Karnataka Meals Restaurant,1,0,0
VMS Star Biriyani,5,5,0
VRS Food Zone,0,0,0
VT Sindhur Veg,12,3,0
Vaathsalya Millet Cafe,8,0,0
Vaho Kafe & Pressery,9,11,0
Vaigai Express,4,1,1
Vakulaa Veg Restaurant,6,0,2
Vanas,6,0,2
Vani Hindu Military Hotel,2,0,1
Vapour Pub & Brewery,16,4,0
Vasu Biriyani Paradise,8,2,0
Vasudev Adiga's,19,20,1
Veg By Nature,0,2,0
Vegan Heat,17,6,2
Vegetarea,2,3,2
Velvet Kitchen,1,0,0
Vembanad - The Paul,5,0,0
Venadu Restaurant,0,0,0
Venice Kerala Restaurant,18,0,0
Venkateshwara Foods,8,8,0
Venkateshwara Sweets and Restaurant,4,0,2
Vennela Andhra Meals,2,0,0
Venus Bake Point,8,0,0
Venus Biryani,3,3,0
Veruthe Oru Thattukada,3,0,0
Via Milano,13,0,0
Viceroy's Sarathi,10,0,0
Vidya Cafe,4,0,2
Vietnamese Kitchen,65,2,21
Vijaya Gardenia,0,3,0
Vijayalakshmi,3,1,0
Vijayalakshmi Veg,33,6,6
Vijayawada Heights,6,30,4
Vijayawada Style,1,0,0
Vijayawadavari Sandya Andhra Mess,14,0,0
Vijayawadawari Sandhya Andhra Mess,2,0,0
Village - The Soul of India,14,0,6
Village Donne Biryani,3,0,0
Village Palace,7,12,1
Village Restaurant,16,12,4
Vimmi's Cafe,8,11,1
Vinaya Cafe,12,2,0
Vinaya Royal Inn,2,0,0
Vindu Andhra Ruchulu,0,0,0
Vinny's,52,2,6
Vintage Shack,6,0,0
Visantoe,1,1,1
Vishnu Sagar,2,2,0
Vishwaas Take Away,8,2,0
Vitamin Palace,14,0,0
Vms Star Biriyani,19,0,1
Volga Restaurant,8,0,2
Vov Shawarma,0,2,0
Vyanjan,8,4,0
Vyshali Food Corner,7,0,0
WAFL,26,5,0
WAFL CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,10,0,0
WAFL Co,19,0,1
WAT Bar - Sterlings MAC Hotel,24,0,2
WOW Momo,1,1,0
WOW! Momo,11,8,2
WTF,48,0,0
WYT RestroPub,28,12,0
Waah Chef,6,4,0
Waffle Head,4,0,1
Waffle House,6,2,2
Waffle Magic,78,0,5
Waffle Square,6,0,0
Waffle Stories,38,1,2
Waffle Talesz,2,1,0
Waffle-A-Go Go,1,0,0
Waikiki,1,0,0
Wakeup Cafe,12,2,0
Wakhra Swaad,8,2,2
Walnut Kitchen,6,2,0
Wang's Xanadu Momo,2,0,0
Wangs Kitchen,10,11,0
Wanley,3,0,0
Warm Oven,32,8,1
Wat-a-Burger!,19,0,0
Wats Ur Scoop?,19,1,0
Watson's,132,46,10
We Foodie,4,9,0
WelcomCafe Jacaranda - WelcomHotel Bengaluru,2,0,0
What the Food,22,6,0
What's Cooking,6,14,0
What'sinaPita,6,2,0
Whats Ap,0,0,0
Wheat House,0,12,4
Whisk' N Creme',4,0,0
White Elefan Coffee and Snack Bar,3,0,0
Whitefield Baking Company - Bengaluru Marriott Hotel...,51,9,0
Whitefield Bar and Grill - Bengaluru Marriott Hotel...,1,0,0
Whooppeezz,11,5,4
Wild Range Restaurant,17,3,0
Willys Top Cafe,16,4,0
Windy- Taste Of Home,1,1,0
Wish Pot,2,0,1
Wok Paper Scissors,36,4,0
Wok Steam & Grills,1,0,0
Wok With Chung,4,0,2
Wolf'ish,34,4,2
Woodee Pizza,15,15,0
Woodfire Pizza,1,0,0
Woodstok,10,0,0
Woody's,21,7,1
World In A Bowl,22,14,2
World Of Kebabs,4,0,0
World of Waffles,40,7,1
Wow Momo,2,0,2
Wow Paratha,4,0,1
Wow Vada Pav,34,19,5
XO Belgian Waffle,134,0,0
XOOX Brewmill,0,0,0
XU,8,2,0
Xian,5,0,0
Xpress Biryani,85,4,1
Xpress Chai,6,0,0
Xpress Kitchen,3,1,0
Xtreme Sports Bar,30,2,4
Y Not Restaurant,0,4,0
YORK St.,80,0,0
Yak's Kitchen,1,0,0
Yauatcha,20,0,0
Yauatcha PÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â¢tisserie,7,0,0
Yeruva Biriyani,13,5,1
Yeti,42,3,3
Yo! Thali,3,0,0
Yomama!!,30,3,0
Yuan Restaurant,1,0,2
Yum In My Tum,19,1,0
Yum Kitchen,12,26,2
YumYumDilli,40,19,7
YumYumSouth,52,43,5
Yumatos,2,0,0
Yumlane,7,1,0
YummRajj,3,0,3
Yummerica Fries,8,8,2
Yummy Biryani,42,15,3
Yummy Momos,12,4,3
Yummy Tummy,0,1,0
Z Cafe,8,0,0
Z-Bar,27,0,0
ZOROY Luxury Chocolate,3,0,0
Zabi,1,0,1
Zaffron Express,8,2,0
Zaica Dine & Wine,51,10,0
Zaikedar Kitchen,2,0,0
Zaiqa,0,0,0
Zaitoon,66,8,4
Zam Zam Darbar,1,0,0
Zangos Grill,4,0,0
Zanzibar - Davanam Sarovar Portico Suites,46,10,1
Zatar House,2,0,0
Zayakedar,3,0,0
Zayan Kabab Korner,12,1,1
Zee5 Loft,20,0,0
Zeee's,10,4,0
Zeeshan,19,6,2
Zen - The Leela Palace,3,0,0
Zengi Pub & Restaurant,4,0,0
Zero Kelvin,12,2,0
Zero Mile Punjab,66,14,0
Zhang's - Chinese Restaurant,23,0,0
Zhangs Classic,1,0,0
Zingron,3,6,3
Ziyan's Cafe 27th,30,4,2
Zodiac,2,0,0
Zodiac - Fortune Select JP Cosmos Hotel,6,0,0
Zodiac Grills,4,2,0
Zoey's,16,3,1
de Ranthal,14,0,0
eat.fit,100,20,3
i-Bar - The Park Bangalore,8,8,8
iSpice Resto Cafe,3,0,0
